steps,best_pred_error_rate
10250,"{0: 0.96, 1: 0.39, 2: 0.36, 3: 0.31, 4: 0.33}"
10500,"{0: 0.94, 1: 0.5, 2: 0.3, 3: 0.24, 4: 0.38}"
10750,"{0: 0.96, 1: 0.39, 2: 0.37, 3: 0.27, 4: 0.26}"
11000,"{0: 0.97, 1: 0.36, 2: 0.24, 3: 0.28, 4: 0.27}"
11250,"{0: 0.98, 1: 0.46, 2: 0.33, 3: 0.34, 4: 0.31}"
11500,"{0: 0.91, 1: 0.31, 2: 0.43, 3: 0.25, 4: 0.31}"
11750,"{0: 0.9, 1: 0.5, 2: 0.29, 3: 0.35, 4: 0.31}"
12000,"{0: 0.95, 1: 0.43, 2: 0.28, 3: 0.3, 4: 0.32}"
12250,"{0: 0.98, 1: 0.42, 2: 0.36, 3: 0.31, 4: 0.39}"
12500,"{0: 0.9, 1: 0.44, 2: 0.35, 3: 0.29, 4: 0.35}"
12750,"{0: 0.97, 1: 0.35, 2: 0.27, 3: 0.27, 4: 0.27}"
13000,"{0: 0.88, 1: 0.36, 2: 0.26, 3: 0.21, 4: 0.33}"
13250,"{0: 0.91, 1: 0.4, 2: 0.29, 3: 0.33, 4: 0.27}"
13500,"{0: 0.93, 1: 0.42, 2: 0.32, 3: 0.29, 4: 0.3}"
13750,"{0: 0.96, 1: 0.51, 2: 0.38, 3: 0.32, 4: 0.28}"
14000,"{0: 0.93, 1: 0.33, 2: 0.34, 3: 0.3, 4: 0.35}"
14250,"{0: 0.97, 1: 0.33, 2: 0.32, 3: 0.36, 4: 0.42}"
14500,"{0: 0.94, 1: 0.32, 2: 0.31, 3: 0.36, 4: 0.27}"
14750,"{0: 0.94, 1: 0.42, 2: 0.26, 3: 0.34, 4: 0.27}"
15000,"{0: 0.99, 1: 0.43, 2: 0.34, 3: 0.22, 4: 0.29}"
15250,"{0: 0.99, 1: 0.45, 2: 0.27, 3: 0.25, 4: 0.28}"
15500,"{0: 0.94, 1: 0.3, 2: 0.3, 3: 0.26, 4: 0.37}"
15750,"{0: 0.95, 1: 0.57, 2: 0.31, 3: 0.3, 4: 0.25}"
16000,"{0: 0.96, 1: 0.42, 2: 0.35, 3: 0.29, 4: 0.3}"
16250,"{0: 0.95, 1: 0.38, 2: 0.25, 3: 0.31, 4: 0.3}"
16500,"{0: 0.97, 1: 0.48, 2: 0.33, 3: 0.32, 4: 0.25}"
16750,"{0: 0.93, 1: 0.39, 2: 0.32, 3: 0.26, 4: 0.31}"
17000,"{0: 0.96, 1: 0.44, 2: 0.29, 3: 0.3, 4: 0.27}"
17250,"{0: 0.97, 1: 0.32, 2: 0.29, 3: 0.29, 4: 0.29}"
17500,"{0: 0.94, 1: 0.45, 2: 0.33, 3: 0.34, 4: 0.32}"
17750,"{0: 0.96, 1: 0.38, 2: 0.31, 3: 0.31, 4: 0.34}"
18000,"{0: 0.98, 1: 0.37, 2: 0.33, 3: 0.37, 4: 0.36}"
18250,"{0: 0.97, 1: 0.46, 2: 0.3, 3: 0.3, 4: 0.24}"
18500,"{0: 0.93, 1: 0.43, 2: 0.33, 3: 0.22, 4: 0.27}"
18750,"{0: 0.97, 1: 0.34, 2: 0.32, 3: 0.26, 4: 0.33}"
19000,"{0: 0.96, 1: 0.4, 2: 0.3, 3: 0.26, 4: 0.34}"
19250,"{0: 0.93, 1: 0.38, 2: 0.34, 3: 0.33, 4: 0.25}"
19500,"{0: 0.94, 1: 0.46, 2: 0.36, 3: 0.32, 4: 0.26}"
19750,"{0: 0.95, 1: 0.47, 2: 0.24, 3: 0.24, 4: 0.31}"
20000,"{0: 0.96, 1: 0.51, 2: 0.34, 3: 0.28, 4: 0.21}"
20250,"{0: 0.96, 1: 0.31, 2: 0.34, 3: 0.25, 4: 0.3}"
20500,"{0: 0.95, 1: 0.38, 2: 0.36, 3: 0.24, 4: 0.27}"
20750,"{0: 0.98, 1: 0.43, 2: 0.23, 3: 0.27, 4: 0.33}"
21000,"{0: 0.9, 1: 0.48, 2: 0.33, 3: 0.33, 4: 0.27}"
21250,"{0: 0.96, 1: 0.49, 2: 0.36, 3: 0.26, 4: 0.27}"
21500,"{0: 0.97, 1: 0.44, 2: 0.29, 3: 0.28, 4: 0.29}"
21750,"{0: 0.96, 1: 0.5, 2: 0.34, 3: 0.35, 4: 0.22}"
22000,"{0: 0.94, 1: 0.32, 2: 0.22, 3: 0.36, 4: 0.26}"
22250,"{0: 0.95, 1: 0.45, 2: 0.36, 3: 0.28, 4: 0.29}"
22500,"{0: 0.97, 1: 0.37, 2: 0.27, 3: 0.32, 4: 0.38}"
22750,"{0: 0.89, 1: 0.5, 2: 0.32, 3: 0.26, 4: 0.32}"
23000,"{0: 0.93, 1: 0.39, 2: 0.31, 3: 0.35, 4: 0.31}"
23250,"{0: 0.93, 1: 0.45, 2: 0.32, 3: 0.4, 4: 0.2}"
23500,"{0: 0.96, 1: 0.45, 2: 0.35, 3: 0.32, 4: 0.25}"
23750,"{0: 0.98, 1: 0.31, 2: 0.3, 3: 0.23, 4: 0.26}"
24000,"{0: 0.94, 1: 0.5, 2: 0.3, 3: 0.28, 4: 0.26}"
24250,"{0: 0.9, 1: 0.36, 2: 0.3, 3: 0.3, 4: 0.23}"
24500,"{0: 0.92, 1: 0.49, 2: 0.36, 3: 0.21, 4: 0.21}"
24750,"{0: 0.94, 1: 0.44, 2: 0.27, 3: 0.18, 4: 0.24}"
25000,"{0: 0.96, 1: 0.45, 2: 0.34, 3: 0.3, 4: 0.21}"
